UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH
WN,Southwest Airlines Co.,11259,DAL,12992,LIT,1
WN,Southwest Airlines Co.,11259,DAL,13158,MAF,1
WN,Southwest Airlines Co.,11259,DAL,13198,MCI,1
WN,Southwest Airlines Co.,11259,DAL,13204,MCO,1
WN,Southwest Airlines Co.,11259,DAL,13232,MDW,1
WN,Southwest Airlines Co.,11259,DAL,13244,MEM,1
WN,Southwest Airlines Co.,11259,DAL,13303,MIA,1
WN,Southwest Airlines Co.,11259,DAL,13342,MKE,1
WN,Southwest Airlines Co.,11259,DAL,13487,MSP,1
WN,Southwest Airlines Co.,11259,DAL,13495,MSY,1
WN,Southwest Airlines Co.,11259,DAL,13502,MTJ,1
WN,Southwest Airlines Co.,11259,DAL,13577,MYR,1
WN,Southwest Airlines Co.,11259,DAL,13796,OAK,1
WN,Southwest Airlines Co.,11259,DAL,13871,OMA,1
WN,Southwest Airlines Co.,11259,DAL,13891,ONT,1
WN,Southwest Airlines Co.,11259,DAL,13930,ORD,1
WN,Southwest Airlines Co.,11259,DAL,13931,ORF,1
WN,Southwest Airlines Co.,11259,DAL,14027,PBI,1
WN,Southwest Airlines Co.,11259,DAL,14057,PDX,1
WN,Southwest Airlines Co.,11259,DAL,14100,PHL,1
WN,Southwest Airlines Co.,11259,DAL,14107,PHX,1
WN,Southwest Airlines Co.,11259,DAL,14122,PIT,1
WN,Southwest Airlines Co.,11259,DAL,14193,PNS,1
WN,Southwest Airlines Co.,11259,DAL,14262,PSP,1
WN,Southwest Airlines Co.,11259,DAL,14307,PVD,1
WN,Southwest Airlines Co.,11259,DAL,14321,PWM,1
WN,Southwest Airlines Co.,11259,DAL,14492,RDU,1
WN,Southwest Airlines Co.,11259,DAL,14524,RIC,1
WN,Southwest Airlines Co.,11259,DAL,14570,RNO,1
WN,Southwest Airlines Co.,11259,DAL,14635,RSW,1
WN,Southwest Airlines Co.,11259,DAL,14679,SAN,1
WN,Southwest Airlines Co.,11259,DAL,14683,SAT,1
WN,Southwest Airlines Co.,11259,DAL,14685,SAV,1
WN,Southwest Airlines Co.,11259,DAL,14689,SBA,1
WN,Southwest Airlines Co.,11259,DAL,14730,SDF,1
WN,Southwest Airlines Co.,11259,DAL,14747,SEA,1
WN,Southwest Airlines Co.,11259,DAL,14771,SFO,1
WN,Southwest Airlines Co.,11259,DAL,14831,SJC,1
WN,Southwest Airlines Co.,11259,DAL,14843,SJU,1
WN,Southwest Airlines Co.,11259,DAL,14869,SLC,1
WN,Southwest Airlines Co.,11259,DAL,14893,SMF,1
WN,Southwest Airlines Co.,11259,DAL,14908,SNA,1
WN,Southwest Airlines Co.,11259,DAL,14986,SRQ,1
WN,Southwest Airlines Co.,11259,DAL,15016,STL,1
WN,Southwest Airlines Co.,11259,DAL,15096,SYR,1
WN,Southwest Airlines Co.,11259,DAL,15304,TPA,1
WN,Southwest Airlines Co.,11259,DAL,15370,TUL,1
WN,Southwest Airlines Co.,11259,DAL,15376,TUS,1
WN,Southwest Airlines Co.,11259,DAL,15624,VPS,1
WN,Southwest Airlines Co.,11278,DCA,10140,ABQ,1
WN,Southwest Airlines Co.,11278,DCA,10397,ATL,1
WN,Southwest Airlines Co.,11278,DCA,10423,AUS,1
WN,Southwest Airlines Co.,11278,DCA,10693,BNA,1
WN,Southwest Airlines Co.,11278,DCA,10800,BUR,1
WN,Southwest Airlines Co.,11278,DCA,11066,CMH,1
WN,Southwest Airlines Co.,11278,DCA,11259,DAL,1
WN,Southwest Airlines Co.,11278,DCA,11292,DEN,1
WN,Southwest Airlines Co.,11278,DCA,11481,ECP,1
WN,Southwest Airlines Co.,11278,DCA,11540,ELP,1
WN,Southwest Airlines Co.,11278,DCA,11638,FAT,1
WN,Southwest Airlines Co.,11278,DCA,11697,FLL,1
WN,Southwest Airlines Co.,11278,DCA,11986,GRR,1
WN,Southwest Airlines Co.,11278,DCA,12191,HOU,1
WN,Southwest Airlines Co.,11278,DCA,12206,HRL,1
WN,Southwest Airlines Co.,11278,DCA,12266,IAH,1
WN,Southwest Airlines Co.,11278,DCA,12278,ICT,1
WN,Southwest Airlines Co.,11278,DCA,12889,LAS,1
WN,Southwest Airlines Co.,11278,DCA,12892,LAX,1
WN,Southwest Airlines Co.,11278,DCA,12954,LGB,1
WN,Southwest Airlines Co.,11278,DCA,13158,MAF,1
WN,Southwest Airlines Co.,11278,DCA,13198,MCI,1
WN,Southwest Airlines Co.,11278,DCA,13204,MCO,1
WN,Southwest Airlines Co.,11278,DCA,13232,MDW,1
WN,Southwest Airlines Co.,11278,DCA,13244,MEM,1
WN,Southwest Airlines Co.,11278,DCA,13303,MIA,1
WN,Southwest Airlines Co.,11278,DCA,13342,MKE,1
WN,Southwest Airlines Co.,11278,DCA,13487,MSP,1
WN,Southwest Airlines Co.,11278,DCA,13495,MSY,1
WN,Southwest Airlines Co.,11278,DCA,13796,OAK,1
WN,Southwest Airlines Co.,11278,DCA,13851,OKC,1
WN,Southwest Airlines Co.,11278,DCA,13871,OMA,1
WN,Southwest Airlines Co.,11278,DCA,13930,ORD,1
WN,Southwest Airlines Co.,11278,DCA,14057,PDX,1
WN,Southwest Airlines Co.,11278,DCA,14107,PHX,1
WN,Southwest Airlines Co.,11278,DCA,14307,PVD,1
WN,Southwest Airlines Co.,11278,DCA,14570,RNO,1
WN,Southwest Airlines Co.,11278,DCA,14635,RSW,1
WN,Southwest Airlines Co.,11278,DCA,14679,SAN,1
WN,Southwest Airlines Co.,11278,DCA,14683,SAT,1
WN,Southwest Airlines Co.,11278,DCA,14747,SEA,1
WN,Southwest Airlines Co.,11278,DCA,14831,SJC,1
WN,Southwest Airlines Co.,11278,DCA,14869,SLC,1
WN,Southwest Airlines Co.,11278,DCA,14908,SNA,1
WN,Southwest Airlines Co.,11278,DCA,14986,SRQ,1
WN,Southwest Airlines Co.,11278,DCA,15016,STL,1
WN,Southwest Airlines Co.,11278,DCA,15304,TPA,1
WN,Southwest Airlines Co.,11278,DCA,15370,TUL,1
WN,Southwest Airlines Co.,11292,DEN,10140,ABQ,1
WN,Southwest Airlines Co.,11292,DEN,10257,ALB,1
WN,Southwest Airlines Co.,11292,DEN,10279,AMA,1
WN,Southwest Airlines Co.,11292,DEN,10397,ATL,1
WN,Southwest Airlines Co.,11292,DEN,10423,AUS,1
WN,Southwest Airlines Co.,11292,DEN,10529,BDL,1
WN,Southwest Airlines Co.,11292,DEN,10599,BHM,1
WN,Southwest Airlines Co.,11292,DEN,10666,BLI,1
WN,Southwest Airlines Co.,11292,DEN,10693,BNA,1
WN,Southwest Airlines Co.,11292,DEN,10713,BOI,1
WN,Southwest Airlines Co.,11292,DEN,10721,BOS,1
WN,Southwest Airlines Co.,11292,DEN,10792,BUF,1
WN,Southwest Airlines Co.,11292,DEN,10800,BUR,1
WN,Southwest Airlines Co.,11292,DEN,10821,BWI,1
WN,Southwest Airlines Co.,11292,DEN,10849,BZN,1
WN,Southwest Airlines Co.,11292,DEN,10994,CHS,1
WN,Southwest Airlines Co.,11292,DEN,11042,CLE,1
WN,Southwest Airlines Co.,11292,DEN,11057,CLT,1
WN,Southwest Airlines Co.,11292,DEN,11066,CMH,1
WN,Southwest Airlines Co.,11292,DEN,11109,COS,1
WN,Southwest Airlines Co.,11292,DEN,11140,CRP,1
WN,Southwest Airlines Co.,11292,DEN,11193,CVG,1
WN,Southwest Airlines Co.,11292,DEN,11259,DAL,1
WN,Southwest Airlines Co.,11292,DEN,11278,DCA,1
WN,Southwest Airlines Co.,11292,DEN,11423,DSM,1
WN,Southwest Airlines Co.,11292,DEN,11433,DTW,1
WN,Southwest Airlines Co.,11292,DEN,11540,ELP,1
WN,Southwest Airlines Co.,11292,DEN,11603,EUG,1
WN,Southwest Airlines Co.,11292,DEN,11638,FAT,1
WN,Southwest Airlines Co.,11292,DEN,11697,FLL,1
WN,Southwest Airlines Co.,11292,DEN,11884,GEG,1
WN,Southwest Airlines Co.,11292,DEN,11986,GRR,1
WN,Southwest Airlines Co.,11292,DEN,11996,GSP,1
WN,Southwest Airlines Co.,11292,DEN,12094,HDN,1
WN,Southwest Airlines Co.,11292,DEN,12191,HOU,1
WN,Southwest Airlines Co.,11292,DEN,12206,HRL,1
WN,Southwest Airlines Co.,11292,DEN,12264,IAD,1
WN,Southwest Airlines Co.,11292,DEN,12266,IAH,1
WN,Southwest Airlines Co.,11292,DEN,12278,ICT,1
WN,Southwest Airlines Co.,11292,DEN,12339,IND,1
WN,Southwest Airlines Co.,11292,DEN,12448,JAN,1
WN,Southwest Airlines Co.,11292,DEN,12451,JAX,1
WN,Southwest Airlines Co.,11292,DEN,12889,LAS,1
WN,Southwest Airlines Co.,11292,DEN,12892,LAX,1
WN,Southwest Airlines Co.,11292,DEN,12896,LBB,1
WN,Southwest Airlines Co.,11292,DEN,12953,LGA,1
WN,Southwest Airlines Co.,11292,DEN,12954,LGB,1
WN,Southwest Airlines Co.,11292,DEN,12992,LIT,1
WN,Southwest Airlines Co.,11292,DEN,13158,MAF,1
WN,Southwest Airlines Co.,11292,DEN,13198,MCI,1
WN,Southwest Airlines Co.,11292,DEN,13204,MCO,1
WN,Southwest Airlines Co.,11292,DEN,13232,MDW,1
WN,Southwest Airlines Co.,11292,DEN,13244,MEM,1
WN,Southwest Airlines Co.,11292,DEN,13303,MIA,1
WN,Southwest Airlines Co.,11292,DEN,13342,MKE,1
WN,Southwest Airlines Co.,11292,DEN,13487,MSP,1
WN,Southwest Airlines Co.,11292,DEN,13495,MSY,1
WN,Southwest Airlines Co.,11292,DEN,13502,MTJ,1
WN,Southwest Airlines Co.,11292,DEN,13796,OAK,1
WN,Southwest Airlines Co.,11292,DEN,13851,OKC,1
WN,Southwest Airlines Co.,11292,DEN,13871,OMA,1
WN,Southwest Airlines Co.,11292,DEN,13891,ONT,1
WN,Southwest Airlines Co.,11292,DEN,13930,ORD,1
WN,Southwest Airlines Co.,11292,DEN,13931,ORF,1
WN,Southwest Airlines Co.,11292,DEN,14057,PDX,1
WN,Southwest Airlines Co.,11292,DEN,14100,PHL,1
WN,Southwest Airlines Co.,11292,DEN,14107,PHX,1
WN,Southwest Airlines Co.,11292,DEN,14122,PIT,1
WN,Southwest Airlines Co.,11292,DEN,14262,PSP,1
WN,Southwest Airlines Co.,11292,DEN,14307,PVD,1
WN,Southwest Airlines Co.,11292,DEN,14492,RDU,1
WN,Southwest Airlines Co.,11292,DEN,14524,RIC,1
WN,Southwest Airlines Co.,11292,DEN,14570,RNO,1
WN,Southwest Airlines Co.,11292,DEN,14635,RSW,1
WN,Southwest Airlines Co.,11292,DEN,14679,SAN,1
WN,Southwest Airlines Co.,11292,DEN,14683,SAT,1
WN,Southwest Airlines Co.,11292,DEN,14685,SAV,1
WN,Southwest Airlines Co.,11292,DEN,14689,SBA,1
WN,Southwest Airlines Co.,11292,DEN,14730,SDF,1
WN,Southwest Airlines Co.,11292,DEN,14747,SEA,1
WN,Southwest Airlines Co.,11292,DEN,14771,SFO,1
WN,Southwest Airlines Co.,11292,DEN,14831,SJC,1
WN,Southwest Airlines Co.,11292,DEN,14843,SJU,1
WN,Southwest Airlines Co.,11292,DEN,14869,SLC,1
WN,Southwest Airlines Co.,11292,DEN,14893,SMF,1
WN,Southwest Airlines Co.,11292,DEN,14908,SNA,1
WN,Southwest Airlines Co.,11292,DEN,14986,SRQ,1
WN,Southwest Airlines Co.,11292,DEN,15016,STL,1
WN,Southwest Airlines Co.,11292,DEN,15304,TPA,1
WN,Southwest Airlines Co.,11292,DEN,15370,TUL,1
WN,Southwest Airlines Co.,11292,DEN,15376,TUS,1
WN,Southwest Airlines Co.,11423,DSM,10397,ATL,1
WN,Southwest Airlines Co.,11423,DSM,10693,BNA,1
WN,Southwest Airlines Co.,11423,DSM,10821,BWI,1
WN,Southwest Airlines Co.,11423,DSM,10849,BZN,1
WN,Southwest Airlines Co.,11423,DSM,11292,DEN,1
WN,Southwest Airlines Co.,11423,DSM,11697,FLL,1
WN,Southwest Airlines Co.,11423,DSM,12889,LAS,1
WN,Southwest Airlines Co.,11423,DSM,12954,LGB,1
WN,Southwest Airlines Co.,11423,DSM,13204,MCO,1
WN,Southwest Airlines Co.,11423,DSM,13495,MSY,1
WN,Southwest Airlines Co.,11423,DSM,14100,PHL,1
WN,Southwest Airlines Co.,11423,DSM,14893,SMF,1
WN,Southwest Airlines Co.,11423,DSM,14908,SNA,1
WN,Southwest Airlines Co.,11423,DSM,15016,STL,1
WN,Southwest Airlines Co.,11433,DTW,10423,AUS,1
WN,Southwest Airlines Co.,11433,DTW,10693,BNA,1
WN,Southwest Airlines Co.,11433,DTW,10821,BWI,1
WN,Southwest Airlines Co.,11433,DTW,11057,CLT,1
WN,Southwest Airlines Co.,11433,DTW,11259,DAL,1
WN,Southwest Airlines Co.,11433,DTW,11292,DEN,1
WN,Southwest Airlines Co.,11433,DTW,12191,HOU,1
WN,Southwest Airlines Co.,11433,DTW,12266,IAH,1
WN,Southwest Airlines Co.,11433,DTW,12451,JAX,1
WN,Southwest Airlines Co.,11433,DTW,12889,LAS,1
WN,Southwest Airlines Co.,11433,DTW,13198,MCI,1
WN,Southwest Airlines Co.,11433,DTW,13204,MCO,1
WN,Southwest Airlines Co.,11433,DTW,13232,MDW,1
WN,Southwest Airlines Co.,11433,DTW,13303,MIA,1
WN,Southwest Airlines Co.,11433,DTW,13495,MSY,1
WN,Southwest Airlines Co.,11433,DTW,13851,OKC,1
WN,Southwest Airlines Co.,11433,DTW,13931,ORF,1
WN,Southwest Airlines Co.,11433,DTW,14057,PDX,1
WN,Southwest Airlines Co.,11433,DTW,14107,PHX,1
WN,Southwest Airlines Co.,11433,DTW,14193,PNS,1
WN,Southwest Airlines Co.,11433,DTW,14307,PVD,1
WN,Southwest Airlines Co.,11433,DTW,14679,SAN,1
WN,Southwest Airlines Co.,11433,DTW,14730,SDF,1
WN,Southwest Airlines Co.,11433,DTW,14869,SLC,1
WN,Southwest Airlines Co.,11433,DTW,14893,SMF,1
WN,Southwest Airlines Co.,11433,DTW,14986,SRQ,1
WN,Southwest Airlines Co.,11433,DTW,15016,STL,1
WN,Southwest Airlines Co.,11481,ECP,10423,AUS,1
WN,Southwest Airlines Co.,11481,ECP,10693,BNA,1
WN,Southwest Airlines Co.,11481,ECP,10721,BOS,1
WN,Southwest Airlines Co.,11481,ECP,10821,BWI,1
WN,Southwest Airlines Co.,11481,ECP,11066,CMH,1
WN,Southwest Airlines Co.,11481,ECP,11259,DAL,1
WN,Southwest Airlines Co.,11481,ECP,11278,DCA,1
WN,Southwest Airlines Co.,11481,ECP,11292,DEN,1
WN,Southwest Airlines Co.,11481,ECP,12094,HDN,1
WN,Southwest Airlines Co.,11481,ECP,12191,HOU,1
WN,Southwest Airlines Co.,11481,ECP,12889,LAS,1
WN,Southwest Airlines Co.,11481,ECP,13158,MAF,1
WN,Southwest Airlines Co.,11481,ECP,13198,MCI,1
WN,Southwest Airlines Co.,11481,ECP,13204,MCO,1
WN,Southwest Airlines Co.,11481,ECP,13930,ORD,1
WN,Southwest Airlines Co.,11481,ECP,14107,PHX,1
WN,Southwest Airlines Co.,11481,ECP,14122,PIT,1
WN,Southwest Airlines Co.,11481,ECP,14679,SAN,1
WN,Southwest Airlines Co.,11481,ECP,15376,TUS,1
WN,Southwest Airlines Co.,11540,ELP,10397,ATL,1
WN,Southwest Airlines Co.,11540,ELP,10423,AUS,1
WN,Southwest Airlines Co.,11540,ELP,10693,BNA,1
WN,Southwest Airlines Co.,11540,ELP,10713,BOI,1
WN,Southwest Airlines Co.,11540,ELP,10800,BUR,1
WN,Southwest Airlines Co.,11540,ELP,10821,BWI,1
WN,Southwest Airlines Co.,11540,ELP,11259,DAL,1
WN,Southwest Airlines Co.,11540,ELP,11278,DCA,1
WN,Southwest Airlines Co.,11540,ELP,11292,DEN,1
WN,Southwest Airlines Co.,11540,ELP,11433,DTW,1
WN,Southwest Airlines Co.,11540,ELP,11697,FLL,1
WN,Southwest Airlines Co.,11540,ELP,11884,GEG,1
WN,Southwest Airlines Co.,11540,ELP,12191,HOU,1
WN,Southwest Airlines Co.,11540,ELP,12448,JAN,1
WN,Southwest Airlines Co.,11540,ELP,12889,LAS,1
WN,Southwest Airlines Co.,11540,ELP,12892,LAX,1
WN,Southwest Airlines Co.,11540,ELP,12953,LGA,1
WN,Southwest Airlines Co.,11540,ELP,12954,LGB,1
WN,Southwest Airlines Co.,11540,ELP,12992,LIT,1
WN,Southwest Airlines Co.,11540,ELP,13198,MCI,1
WN,Southwest Airlines Co.,11540,ELP,13204,MCO,1
WN,Southwest Airlines Co.,11540,ELP,13232,MDW,1
WN,Southwest Airlines Co.,11540,ELP,13487,MSP,1
WN,Southwest Airlines Co.,11540,ELP,13495,MSY,1
WN,Southwest Airlines Co.,11540,ELP,13502,MTJ,1
WN,Southwest Airlines Co.,11540,ELP,13796,OAK,1
WN,Southwest Airlines Co.,11540,ELP,13930,ORD,1
WN,Southwest Airlines Co.,11540,ELP,14107,PHX,1
WN,Southwest Airlines Co.,11540,ELP,14307,PVD,1
WN,Southwest Airlines Co.,11540,ELP,14570,RNO,1
WN,Southwest Airlines Co.,11540,ELP,14679,SAN,1
WN,Southwest Airlines Co.,11540,ELP,14683,SAT,1
WN,Southwest Airlines Co.,11540,ELP,14685,SAV,1
WN,Southwest Airlines Co.,11540,ELP,14689,SBA,1
WN,Southwest Airlines Co.,11540,ELP,14831,SJC,1
WN,Southwest Airlines Co.,11540,ELP,14869,SLC,1
WN,Southwest Airlines Co.,11540,ELP,14893,SMF,1
WN,Southwest Airlines Co.,11540,ELP,15016,STL,1
WN,Southwest Airlines Co.,11540,ELP,15304,TPA,1
WN,Southwest Airlines Co.,11603,EUG,10140,ABQ,1
WN,Southwest Airlines Co.,11603,EUG,10800,BUR,1
WN,Southwest Airlines Co.,11603,EUG,11292,DEN,1
WN,Southwest Airlines Co.,11603,EUG,12191,HOU,1
WN,Southwest Airlines Co.,11603,EUG,12889,LAS,1
WN,Southwest Airlines Co.,11603,EUG,12892,LAX,1
WN,Southwest Airlines Co.,11603,EUG,12954,LGB,1
WN,Southwest Airlines Co.,11603,EUG,13796,OAK,1
WN,Southwest Airlines Co.,11603,EUG,13891,ONT,1
WN,Southwest Airlines Co.,11603,EUG,14107,PHX,1
WN,Southwest Airlines Co.,11603,EUG,14679,SAN,1
WN,Southwest Airlines Co.,11603,EUG,14689,SBA,1
WN,Southwest Airlines Co.,11603,EUG,14831,SJC,1
WN,Southwest Airlines Co.,11603,EUG,14908,SNA,1
WN,Southwest Airlines Co.,11638,FAT,10821,BWI,1
WN,Southwest Airlines Co.,11638,FAT,11259,DAL,1
WN,Southwest Airlines Co.,11638,FAT,11292,DEN,1
WN,Southwest Airlines Co.,11638,FAT,12889,LAS,1
WN,Southwest Airlines Co.,11638,FAT,13204,MCO,1
WN,Southwest Airlines Co.,11638,FAT,14107,PHX,1
WN,Southwest Airlines Co.,11638,FAT,14122,PIT,1
WN,Southwest Airlines Co.,11638,FAT,14679,SAN,1
WN,Southwest Airlines Co.,11638,FAT,14683,SAT,1
WN,Southwest Airlines Co.,11638,FAT,14869,SLC,1
WN,Southwest Airlines Co.,11638,FAT,15370,TUL,1
WN,Southwest Airlines Co.,11697,FLL,10257,ALB,1
WN,Southwest Airlines Co.,11697,FLL,10397,ATL,1
WN,Southwest Airlines Co.,11697,FLL,10423,AUS,1
WN,Southwest Airlines Co.,11697,FLL,10693,BNA,1
WN,Southwest Airlines Co.,11697,FLL,10721,BOS,1
WN,Southwest Airlines Co.,11697,FLL,10792,BUF,1
WN,Southwest Airlines Co.,11697,FLL,10821,BWI,1
WN,Southwest Airlines Co.,11697,FLL,11066,CMH,1
WN,Southwest Airlines Co.,11697,FLL,11109,COS,1
WN,Southwest Airlines Co.,11697,FLL,11259,DAL,1
WN,Southwest Airlines Co.,11697,FLL,11278,DCA,1
WN,Southwest Airlines Co.,11697,FLL,11292,DEN,1
WN,Southwest Airlines Co.,11697,FLL,11423,DSM,1
WN,Southwest Airlines Co.,11697,FLL,11540,ELP,1
WN,Southwest Airlines Co.,11697,FLL,11986,GRR,1
WN,Southwest Airlines Co.,11697,FLL,12191,HOU,1
WN,Southwest Airlines Co.,11697,FLL,12266,IAH,1
WN,Southwest Airlines Co.,11697,FLL,12339,IND,1
WN,Southwest Airlines Co.,11697,FLL,12391,ISP,1
WN,Southwest Airlines Co.,11697,FLL,12448,JAN,1
WN,Southwest Airlines Co.,11697,FLL,12889,LAS,1
WN,Southwest Airlines Co.,11697,FLL,12892,LAX,1
WN,Southwest Airlines Co.,11697,FLL,12953,LGA,1
WN,Southwest Airlines Co.,11697,FLL,13158,MAF,1
WN,Southwest Airlines Co.,11697,FLL,13198,MCI,1
WN,Southwest Airlines Co.,11697,FLL,13204,MCO,1
WN,Southwest Airlines Co.,11697,FLL,13232,MDW,1
WN,Southwest Airlines Co.,11697,FLL,13244,MEM,1
WN,Southwest Airlines Co.,11697,FLL,13342,MKE,1
WN,Southwest Airlines Co.,11697,FLL,13487,MSP,1
WN,Southwest Airlines Co.,11697,FLL,13495,MSY,1
WN,Southwest Airlines Co.,11697,FLL,13796,OAK,1
WN,Southwest Airlines Co.,11697,FLL,13851,OKC,1
WN,Southwest Airlines Co.,11697,FLL,13871,OMA,1
WN,Southwest Airlines Co.,11697,FLL,13930,ORD,1
WN,Southwest Airlines Co.,11697,FLL,13931,ORF,1
WN,Southwest Airlines Co.,11697,FLL,14100,PHL,1
WN,Southwest Airlines Co.,11697,FLL,14107,PHX,1
WN,Southwest Airlines Co.,11697,FLL,14122,PIT,1
WN,Southwest Airlines Co.,11697,FLL,14307,PVD,1
WN,Southwest Airlines Co.,11697,FLL,14321,PWM,1
WN,Southwest Airlines Co.,11697,FLL,14492,RDU,1
WN,Southwest Airlines Co.,11697,FLL,14570,RNO,1
WN,Southwest Airlines Co.,11697,FLL,14679,SAN,1
WN,Southwest Airlines Co.,11697,FLL,14683,SAT,1
WN,Southwest Airlines Co.,11697,FLL,14730,SDF,1
WN,Southwest Airlines Co.,11697,FLL,14843,SJU,1
WN,Southwest Airlines Co.,11697,FLL,15016,STL,1
WN,Southwest Airlines Co.,11697,FLL,15304,TPA,1
WN,Southwest Airlines Co.,11697,FLL,15370,TUL,1
WN,Southwest Airlines Co.,11697,FLL,15624,VPS,1
WN,Southwest Airlines Co.,11884,GEG,10599,BHM,1
WN,Southwest Airlines Co.,11884,GEG,10800,BUR,1
WN,Southwest Airlines Co.,11884,GEG,10821,BWI,1
WN,Southwest Airlines Co.,11884,GEG,11259,DAL,1
WN,Southwest Airlines Co.,11884,GEG,11292,DEN,1
WN,Southwest Airlines Co.,11884,GEG,11423,DSM,1
WN,Southwest Airlines Co.,11884,GEG,12191,HOU,1
WN,Southwest Airlines Co.,11884,GEG,12889,LAS,1
WN,Southwest Airlines Co.,11884,GEG,12892,LAX,1
WN,Southwest Airlines Co.,11884,GEG,12953,LGA,1
WN,Southwest Airlines Co.,11884,GEG,12954,LGB,1
WN,Southwest Airlines Co.,11884,GEG,13204,MCO,1
WN,Southwest Airlines Co.,11884,GEG,13232,MDW,1
WN,Southwest Airlines Co.,11884,GEG,13495,MSY,1
WN,Southwest Airlines Co.,11884,GEG,13796,OAK,1
WN,Southwest Airlines Co.,11884,GEG,13851,OKC,1
WN,Southwest Airlines Co.,11884,GEG,13891,ONT,1
WN,Southwest Airlines Co.,11884,GEG,13930,ORD,1
WN,Southwest Airlines Co.,11884,GEG,14107,PHX,1
WN,Southwest Airlines Co.,11884,GEG,14262,PSP,1
WN,Southwest Airlines Co.,11884,GEG,14570,RNO,1
WN,Southwest Airlines Co.,11884,GEG,14679,SAN,1
WN,Southwest Airlines Co.,11884,GEG,14831,SJC,1
WN,Southwest Airlines Co.,11884,GEG,14893,SMF,1
WN,Southwest Airlines Co.,11884,GEG,14908,SNA,1
WN,Southwest Airlines Co.,11884,GEG,15016,STL,1
WN,Southwest Airlines Co.,11884,GEG,15304,TPA,1
WN,Southwest Airlines Co.,11986,GRR,10721,BOS,1
WN,Southwest Airlines Co.,11986,GRR,10821,BWI,1
WN,Southwest Airlines Co.,11986,GRR,11057,CLT,1
WN,Southwest Airlines Co.,11986,GRR,11292,DEN,1
WN,Southwest Airlines Co.,11986,GRR,12191,HOU,1
WN,Southwest Airlines Co.,11986,GRR,12266,IAH,1
WN,Southwest Airlines Co.,11986,GRR,12889,LAS,1
WN,Southwest Airlines Co.,11986,GRR,13204,MCO,1
WN,Southwest Airlines Co.,11986,GRR,13232,MDW,1
WN,Southwest Airlines Co.,11986,GRR,13495,MSY,1
WN,Southwest Airlines Co.,11986,GRR,13502,MTJ,1
WN,Southwest Airlines Co.,11986,GRR,13931,ORF,1
WN,Southwest Airlines Co.,11986,GRR,14492,RDU,1
WN,Southwest Airlines Co.,11986,GRR,14986,SRQ,1
WN,Southwest Airlines Co.,11986,GRR,15304,TPA,1
WN,Southwest Airlines Co.,11996,GSP,10257,ALB,1
WN,Southwest Airlines Co.,11996,GSP,10397,ATL,1
WN,Southwest Airlines Co.,11996,GSP,10423,AUS,1
WN,Southwest Airlines Co.,11996,GSP,10721,BOS,1
WN,Southwest Airlines Co.,11996,GSP,10821,BWI,1
WN,Southwest Airlines Co.,11996,GSP,11292,DEN,1
WN,Southwest Airlines Co.,11996,GSP,12191,HOU,1
WN,Southwest Airlines Co.,11996,GSP,12448,JAN,1
WN,Southwest Airlines Co.,11996,GSP,12953,LGA,1
WN,Southwest Airlines Co.,11996,GSP,13198,MCI,1
WN,Southwest Airlines Co.,11996,GSP,13232,MDW,1
WN,Southwest Airlines Co.,11996,GSP,13851,OKC,1
WN,Southwest Airlines Co.,11996,GSP,14107,PHX,1
WN,Southwest Airlines Co.,11996,GSP,14307,PVD,1
WN,Southwest Airlines Co.,11996,GSP,14683,SAT,1
WN,Southwest Airlines Co.,12094,HDN,10423,AUS,1
WN,Southwest Airlines Co.,12094,HDN,10693,BNA,1
WN,Southwest Airlines Co.,12094,HDN,11057,CLT,1
WN,Southwest Airlines Co.,12094,HDN,11066,CMH,1
WN,Southwest Airlines Co.,12094,HDN,11259,DAL,1
WN,Southwest Airlines Co.,12094,HDN,11292,DEN,1
WN,Southwest Airlines Co.,12094,HDN,12191,HOU,1
WN,Southwest Airlines Co.,12094,HDN,12451,JAX,1
WN,Southwest Airlines Co.,12094,HDN,12889,LAS,1
WN,Southwest Airlines Co.,12094,HDN,12992,LIT,1
WN,Southwest Airlines Co.,12094,HDN,13232,MDW,1
WN,Southwest Airlines Co.,12094,HDN,13487,MSP,1
WN,Southwest Airlines Co.,12094,HDN,13851,OKC,1
WN,Southwest Airlines Co.,12173,HNL,10140,ABQ,1
WN,Southwest Airlines Co.,12173,HNL,10423,AUS,1
WN,Southwest Airlines Co.,12173,HNL,10693,BNA,1
WN,Southwest Airlines Co.,12173,HNL,10821,BWI,1
WN,Southwest Airlines Co.,12173,HNL,11066,CMH,1
WN,Southwest Airlines Co.,12173,HNL,11292,DEN,1
WN,Southwest Airlines Co.,12173,HNL,12402,ITO,1
WN,Southwest Airlines Co.,12173,HNL,12758,KOA,1
WN,Southwest Airlines Co.,12173,HNL,12889,LAS,1
WN,Southwest Airlines Co.,12173,HNL,12892,LAX,1
WN,Southwest Airlines Co.,12173,HNL,12954,LGB,1
WN,Southwest Airlines Co.,12173,HNL,12982,LIH,1
WN,Southwest Airlines Co.,12173,HNL,13232,MDW,1
WN,Southwest Airlines Co.,12173,HNL,13796,OAK,1
WN,Southwest Airlines Co.,12173,HNL,13830,OGG,1
WN,Southwest Airlines Co.,12173,HNL,13891,ONT,1
